,recall,precision,pf,wins
ctrlr.csv,0.28500000000000003,0.375,0.305,7
dvt.csv,0.55,0.41000000000000003,0.45499999999999996,8
flylinkdc.csv,0.79,0.45499999999999996,0.755,5
fulguro.csv,0.51,0.43000000000000005,0.5800000000000001,6
gnome-jabber.csv,0.6950000000000001,0.38,0.645,4
ipfire-wall.csv,0.43,0.45499999999999996,0.365,9
jruby.csv,0.63,0.28,0.515,3
ldview.csv,0.845,0.42000000000000004,0.815,1
maidsafe-dht.csv,0.39,0.56,0.30500000000000005,13
nuttx.csv,0.22499999999999998,0.495,0.19,11
oorexx.csv,0.11,0.385,0.11499999999999999,10
red5.csv,0.755,0.345,0.7050000000000001,0
vdsf.csv,0.7949999999999999,0.405,0.76,2
xbrlapi.csv,0.19,0.45999999999999996,0.11499999999999999,12
