,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,6.0,2.0,1.0,0.0,0.0,6.0,1.0,0.0,3.0,4.0,11.0,2.0,1.0,0.0,0.0,3.0
elateportal.csv,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0
gmerlin.csv,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0
gretl.csv,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,7.0,15.0,3.0,2.0,0.0,0.0,0.0
illumination.csv,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,11.0,0.0,2.0,0.0,0.0,2.0
mpgravity.csv,4.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,4.0,18.0,11.0,0.0,1.0,0.0,0.0,0.0
nativeclient.csv,3.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,6.0,0.0,1.0,0.0,0.0,1.0
natpad.csv,7.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,10.0,8.0,12.0,2.0,1.0,0.0,1.0,0.0
ogre.csv,6.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,8.0,8.0,24.0,3.0,4.0,0.0,0.0,1.0
open-ms.csv,5.0,2.0,5.0,2.0,0.0,0.0,1.0,1.0,6.0,15.0,0.0,3.0,2.0,0.0,0.0,1.0
openmsx.csv,2.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,7.0,7.0,23.0,3.0,3.0,0.0,0.0,1.0
oppna-program-hsatools.csv,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,21.0,4.0,1.0,0.0,0.0,1.0
sandiaportals.csv,3.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,6.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0
sauerbraten.csv,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,10.0,13.0,0.0,0.0,0.0,1.0,1.0
yarp.csv,3.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,6.0,23.0,49.0,0.0,0.0,1.0,1.0
zemljanka.csv,5.0,2.0,6.0,2.0,0.0,2.0,2.0,0.0,4.0,8.0,23.0,3.0,3.0,0.0,0.0,1.0
