,recall,precision,pf,wins
alsa.csv,0.71,0.52,0.51,9
biopax.csv,1.0,0.47,1.0,0
ffigo.csv,0.05,0.31,0.05,5
freebios.csv,0.43,0.52,0.38,8
glelite.csv,0.95,0.47,0.97,1
gnupdate.csv,0.44,0.51,0.27,11
go.csv,0.66,0.5,0.48,7
gstreamer.csv,0.74,0.47,0.68,2
metacosm.csv,0.41,0.73,0.25,15
pcsx2.csv,0.58,0.56,0.39,12
pgui.csv,0.35,0.42,0.39,4
qse.csv,0.35,0.76,0.19,16
rebecca-aiml.csv,0.72,0.61,0.53,10
skia.csv,0.44,0.64,0.31,14
vars-redux.csv,0.74,0.61,0.52,13
wxjs.csv,0.02,0.29,0.01,6
yale.csv,0.49,0.49,0.55,3
