,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,16.0,0.0,3.0,0.0,1.0,8.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,2.0
carabiner.csv,11.0,1.0,6.0,2.0,1.0,0.0,0.0,8.0,2.0,4.0,0.0,1.0,0.0,9.0
elvishrayrenderer.csv,11.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0
fleet-simulator.csv,13.0,1.0,0.0,1.0,0.0,8.0,3.0,8.0,0.0,0.0,13.0,3.0,0.0,15.0
gmerlin.csv,187.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,14.0
gnome-jabber.csv,6.0,1.0,0.0,0.0,0.0,3.0,0.0,5.0,1.0,2.0,3.0,1.0,0.0,7.0
ipfilter.csv,8.0,1.0,0.0,0.0,1.0,8.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,11.0
irplus.csv,12.0,0.0,2.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
mevenide.csv,1.0,73.0,2.0,68.0,0.0,2.0,96.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
moving-pictures.csv,11.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,1.0
opensim4opencog.csv,5.0,1.0,1.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
rockbox.csv,11.0,2.0,2.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0
ta3d.csv,7.0,73.0,3.0,4.0,0.0,2.0,0.0,97.0,7.0,0.0,6.0,1.0,0.0,50.0
xcmetadataservicestoolkit.csv,19.0,0.0,1.0,6.0,0.0,8.0,3.0,7.0,0.0,0.0,5.0,3.0,0.0,50.0
