,reactos-mirror.csv,critterding.csv,fceugc.csv,ogre.csv,autat.csv,mimosa.csv,alpine.csv,qse.csv,openfrag.csv,uclmda.csv,qdvdauthor.csv,jstock.csv,synergyspace.csv,keyczar.csv,elateportal.csv,sandiaportals.csv,nativeclient.csv,factor.csv,miranda.csv
alpine.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0
autat.csv,0.0,1.0,1.0,0.0,0.0,2.0,9.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
critterding.csv,0.0,0.0,0.0,0.0,2.0,1.0,32.0,0.0,1.0,2.0,0.0,4.0,1.0,3.0,3.0,2.0,5.0,0.0,1.0
elateportal.csv,0.0,0.0,1.0,0.0,0.0,0.0,30.0,1.0,6.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0
factor.csv,875.0,74.0,63.0,226.0,83.0,79.0,152.0,81.0,118.0,168.0,58.0,55.0,125.0,62.0,49.0,70.0,248.0,0.0,0.0
fceugc.csv,4.0,2.0,0.0,0.0,2.0,0.0,20.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0
jstock.csv,1.0,1.0,3.0,0.0,4.0,0.0,4.0,4.0,0.0,168.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0
keyczar.csv,3.0,2.0,4.0,0.0,1.0,1.0,3.0,9.0,4.0,0.0,0.0,8.0,125.0,0.0,0.0,1.0,0.0,1.0,1.0
mimosa.csv,0.0,2.0,2.0,0.0,13.0,0.0,4.0,5.0,0.0,1.0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,2.0
miranda.csv,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,7.0,1.0,2.0,2.0,0.0,3.0,0.0
nativeclient.csv,0.0,0.0,1.0,0.0,15.0,3.0,36.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0
ogre.csv,0.0,2.0,0.0,0.0,6.0,1.0,11.0,7.0,3.0,2.0,0.0,5.0,1.0,3.0,3.0,4.0,0.0,0.0,3.0
openfrag.csv,0.0,4.0,4.0,0.0,3.0,0.0,4.0,12.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0
qdvdauthor.csv,0.0,1.0,2.0,0.0,5.0,0.0,5.0,6.0,2.0,0.0,0.0,6.0,2.0,0.0,1.0,3.0,0.0,2.0,3.0
qse.csv,0.0,0.0,1.0,0.0,0.0,3.0,16.0,0.0,1.0,0.0,0.0,5.0,5.0,3.0,2.0,3.0,0.0,0.0,4.0
reactos-mirror.csv,0.0,3.0,6.0,0.0,9.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,7.0
sandiaportals.csv,0.0,1.0,2.0,0.0,6.0,1.0,5.0,15.0,0.0,2.0,2.0,12.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0
synergyspace.csv,5.0,0.0,2.0,0.0,8.0,0.0,15.0,5.0,2.0,0.0,0.0,4.0,0.0,0.0,49.0,70.0,0.0,63.0,1.0
uclmda.csv,0.0,2.0,11.0,0.0,5.0,79.0,5.0,5.0,1.0,0.0,0.0,3.0,9.0,3.0,2.0,1.0,1.0,63.0,1.0
