,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,1.0,0.0,1.0,7.0,1.0,11.0,8.0,0.0,0.0,1.0
bibedt.csv,0.0,1.0,4.0,0.0,52.0,8.0,0.0,0.0,2.0,0.0
cascading.csv,0.0,0.0,3.0,5.0,3.0,1.0,2.0,0.0,0.0,0.0
firebreath.csv,4.0,2.0,0.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0
fritzing.csv,0.0,0.0,2.0,0.0,52.0,10.0,1.0,0.0,0.0,0.0
httpcontentparser.csv,6.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
mpgravity.csv,0.0,1.0,0.0,1.0,0.0,11.0,0.0,0.0,1.0,0.0
patterntesting.csv,0.0,2.0,7.0,0.0,52.0,1.0,2.0,1.0,0.0,2.0
roller.csv,5.0,1.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,2.0
xfce.csv,0.0,1.0,4.0,8.0,4.0,5.0,5.0,0.0,0.0,0.0
