,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,esmf.csv,mule.csv,jsecurity.csv,delphilhlplib.csv,piccolo2d.csv,libopenmetaverse.csv,gbif-indexingtoolkit.csv,mptvseries.csv,vars-redux.csv
avifile.csv,0.0,0.0,101.0,0.0,159.0,0.0,11.0,70.0,94.0,0.0,2.0,49.0,2.0
delphilhlplib.csv,0.0,0.0,50.0,0.0,4.0,0.0,30.0,0.0,24.0,0.0,10.0,4.0,2.0
esmf.csv,69.0,0.0,101.0,0.0,0.0,0.0,11.0,1.0,30.0,0.0,2.0,6.0,2.0
gbif-indexingtoolkit.csv,0.0,0.0,1.0,0.0,17.0,2.0,6.0,1.0,9.0,0.0,0.0,6.0,1.0
jgameai.csv,2.0,0.0,101.0,0.0,9.0,0.0,11.0,1.0,18.0,0.0,2.0,4.0,4.0
jsecurity.csv,7.0,0.0,101.0,0.0,4.0,2.0,0.0,1.0,6.0,0.0,2.0,3.0,3.0
libopenmetaverse.csv,0.0,0.0,101.0,0.0,1.0,0.0,11.0,1.0,25.0,0.0,2.0,4.0,2.0
mptvseries.csv,1.0,0.0,18.0,0.0,2.0,3.0,6.0,0.0,11.0,0.0,0.0,0.0,0.0
mule.csv,14.0,0.0,10.0,8.0,3.0,0.0,2.0,5.0,14.0,3.0,3.0,6.0,4.0
piccolo2d.csv,69.0,0.0,101.0,88.0,159.0,0.0,1.0,0.0,0.0,0.0,60.0,0.0,0.0
vars-redux.csv,69.0,0.0,101.0,3.0,0.0,0.0,6.0,0.0,5.0,0.0,4.0,0.0,0.0
werx.csv,3.0,0.0,83.0,0.0,22.0,0.0,11.0,1.0,36.0,0.0,2.0,6.0,2.0
