,0,1,2,3,4,5
doomlegacy.csv,[1.0],[1.0],[1.0],[1.0],[1.0],[1.0]
bzbyte.csv,[1.0],[0.5],[0.5],[0.5],[1.0],[0.5]
v8.csv,[0.26],[1.0],[0.89],[1.0],[1.0],[1.0]
servicestack.csv,[1.0],[0.0],[1.0],[0.0],[0.5],[0.0]
carabiner.csv,[1.0],[0.5],[1.0],[0.5],[1.0],[0.5]
gephex.csv,[1.0],[0.44],[1.0],[0.44],[0.78],[0.44]
mediaportal.csv,[0.94],[0.0],[0.94],[0.0],[1.0],[0.0]
gnome-jabber.csv,[1.0],[1.0],[0.78],[1.0],[0.44],[1.0]
fityk.csv,[1.0],[0.5],[1.0],[0.5],[1.0],[0.5]
ngl.csv,[0.55],[0.86],[1.0],[0.86],[1.0],[0.86]
codepurge.csv,[0.5],[0.0],[1.0],[0.0],[1.0],[0.0]
bigdata.csv,[0.75],[1.0],[1.0],[1.0],[1.0],[1.0]
salasaga.csv,[0.5],[0.0],[1.0],[0.0],[1.0],[0.0]
ondex.csv,[1.0],[0.0],[1.0],[0.0],[1.0],[0.0]
qdvdauthor.csv,[1.0],[1.0],[1.0],[1.0],[1.0],[1.0]
gmerlin.csv,[0.67],[0.0],[0.33],[0.0],[1.0],[0.0]
wsmt.csv,[1.0],[1.0],[1.0],[1.0],[0.75],[1.0]
jstock.csv,[1.0],[0.0],[1.0],[0.0],[1.0],[0.0]
poormans.csv,[1.0],[0.75],[1.0],[0.75],[1.0],[0.75]
kolmafia.csv,[0.57],[0.71],[0.71],[0.71],[1.0],[0.71]
synergyspace.csv,[1.0],[0.0],[1.0],[0.0],[1.0],[0.0]
nebuladevice.csv,[1.0],[0.0],[1.0],[0.0],[1.0],[0.0]
findbugs.csv,[0.75],[0.25],[1.0],[0.25],[1.0],[0.25]
qmmp.csv,[1.0],[0.75],[1.0],[0.75],[0.88],[0.75]
wxstudio.csv,[1.0],[0.29],[0.43],[0.29],[0.43],[0.29]
free-evolution.csv,[0.5],[0.0],[1.0],[0.0],[1.0],[0.0]
xapian.csv,[1.0],[0.4],[1.0],[0.4],[1.0],[0.4]
quark.csv,[1.0],[0.5],[1.0],[0.5],[1.0],[0.5]
les-indemodables.csv,[1.0],[1.0],[1.0],[1.0],[1.0],[1.0]
mesa3d.csv,[1.0],[0.0],[0.25],[0.0],[0.5],[0.0]
simplewebservices.csv,[1.0],[0.5],[1.0],[0.5],[1.0],[0.5]
illumination.csv,[1.0],[0.0],[1.0],[0.0],[0.5],[0.0]
ambulant.csv,[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
kmess.csv,[0.6],[0.9],[1.0],[0.9],[0.9],[0.9]
fleet-simulator.csv,[0.67],[1.0],[1.0],[1.0],[1.0],[1.0]
tradelink.csv,[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
opendvr.csv,[1.0],[0.67],[1.0],[0.67],[1.0],[0.67]
pi-qmc.csv,[0.0],[1.0],[0.0],[1.0],[1.0],[1.0]
google-gears.csv,[1.0],[0.67],[0.93],[0.67],[0.93],[0.67]
bibletime.csv,[0.67],[1.0],[1.0],[1.0],[1.0],[1.0]
ipfilter.csv,[0.33],[1.0],[1.0],[1.0],[0.67],[1.0]
hibernate.csv,[0.93],[0.13],[0.8],[0.13],[0.93],[0.13]
keyczar.csv,[0.4],[0.8],[0.0],[0.8],[1.0],[0.8]
oscarmcmaster.csv,[1.0],[0.0],[1.0],[0.0],[1.0],[0.0]
passwordsafe.csv,[1.0],[0.57],[1.0],[0.57],[1.0],[0.57]
primefaces.csv,[1.0],[0.8],[1.0],[0.8],[1.0],[0.8]
xtreemfs.csv,[0.89],[0.96],[0.96],[0.96],[0.96],[0.96]
pixel-commandos.csv,[1.0],[0.0],[0.0],[0.0],[1.0],[0.0]
open-ms.csv,[1.0],[0.0],[1.0],[0.0],[1.0],[0.0]
pnotepad.csv,[1.0],[1.0],[1.0],[1.0],[1.0],[1.0]
qedo.csv,[0.0],[0.0],[0.5],[0.0],[1.0],[0.0]
tigermud.csv,[1.0],[1.0],[1.0],[1.0],[1.0],[1.0]
mevenide.csv,[0.67],[0.67],[1.0],[0.67],[1.0],[0.67]
xcf.csv,[0.6],[0.6],[1.0],[0.6],[1.0],[0.6]
ninject.csv,[1.0],[0.0],[1.0],[0.0],[0.0],[0.0]
xinity.csv,[1.0],[0.8],[0.4],[0.8],[1.0],[0.8]
xmoto.csv,[1.0],[0.67],[1.0],[0.67],[1.0],[0.67]
coot.csv,[1.0],[0.75],[1.0],[0.75],[1.0],[0.75]
emite.csv,[1.0],[0.5],[1.0],[0.5],[1.0],[0.5]
gss.csv,[1.0],[0.75],[1.0],[0.75],[1.0],[0.75]
icescrum.csv,[1.0],[0.33],[1.0],[0.33],[1.0],[0.33]
