,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,25.0,18.0,2.0,2.0
calcubetimer.csv,0.0,0.0,4.0,9.0,2.0,45.0,9.0,0.0,0.0,0.0,0.0,13.0,9.0,23.0,0.0,1.0
chaosrts.csv,0.0,0.0,2.0,5.0,0.0,41.0,2.0,0.0,0.0,0.0,2.0,34.0,25.0,45.0,1.0,0.0
dxengine.csv,1.0,0.0,1.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,1.0,2.0,7.0,5.0,1.0,1.0
freedom-erp.csv,1.0,54.0,56.0,77.0,1.0,105.0,144.0,12.0,225.0,0.0,0.0,70.0,56.0,107.0,66.0,1.0
joustsim.csv,0.0,0.0,1.0,4.0,2.0,9.0,43.0,0.0,0.0,0.0,6.0,0.0,19.0,10.0,0.0,2.0
jsidplay2.csv,0.0,0.0,0.0,5.0,0.0,51.0,0.0,4.0,0.0,0.0,1.0,36.0,16.0,20.0,1.0,1.0
madman.csv,0.0,0.0,0.0,77.0,1.0,5.0,0.0,2.0,0.0,0.0,166.0,4.0,0.0,107.0,0.0,0.0
mclient-mume.csv,0.0,1.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,12.0,1.0,0.0
primefaces.csv,0.0,0.0,2.0,4.0,2.0,40.0,0.0,0.0,0.0,0.0,166.0,24.0,21.0,17.0,0.0,2.0
reaper3d.csv,0.0,54.0,56.0,77.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,56.0,0.0,2.0,2.0
sblim.csv,0.0,0.0,56.0,77.0,0.0,0.0,36.0,0.0,0.0,0.0,4.0,70.0,56.0,107.0,2.0,0.0
sevenupdate.csv,0.0,0.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,25.0,18.0,0.0,2.0
springside.csv,0.0,1.0,0.0,2.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,12.0,14.0,29.0,0.0,3.0
swtfox.csv,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,26.0,14.0,2.0,2.0
tmva.csv,0.0,0.0,0.0,6.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,31.0,13.0,9.0,1.0,2.0
