,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,twostep.csv,geotools.csv,primefaces.csv,l2j.csv,nunit.csv
calcubetimer.csv,1.0,3.0,0.0,51.0,0.0,3.0,2.0,0.0,5.0,1.0
chaperon.csv,1.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,4.0
geotools.csv,3.0,36.0,0.0,8.0,0.0,0.0,1.0,1.0,4.0,5.0
l2j.csv,0.0,39.0,0.0,17.0,0.0,0.0,20.0,2.0,4.0,2.0
mule.csv,2.0,0.0,0.0,3.0,0.0,1.0,6.0,1.0,0.0,1.0
nunit.csv,1.0,13.0,0.0,10.0,0.0,9.0,0.0,4.0,0.0,1.0
primefaces.csv,0.0,0.0,0.0,8.0,0.0,0.0,11.0,0.0,0.0,1.0
springside.csv,2.0,1.0,1.0,5.0,0.0,1.0,8.0,1.0,0.0,2.0
swtfox.csv,2.0,0.0,0.0,16.0,0.0,0.0,35.0,2.0,0.0,0.0
twostep.csv,3.0,16.0,1.0,10.0,0.0,0.0,17.0,0.0,1.0,0.0
