,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv
avifile.csv,0.0,0.0,0.0,101.0,4.0,0.0,97.0,4.0,0.0,7.0,6.0,49.0,50.0,0.0,205.0,7.0,0.0,0.0,6.0,96.0
baadengine.csv,0.0,0.0,0.0,36.0,0.0,2.0,8.0,0.0,2.0,8.0,0.0,23.0,15.0,0.0,22.0,5.0,0.0,1.0,2.0,0.0
bibedt.csv,0.0,0.0,0.0,101.0,4.0,3.0,1.0,11.0,12.0,6.0,5.0,49.0,0.0,0.0,12.0,30.0,0.0,1.0,3.0,0.0
cascading.csv,0.0,30.0,0.0,15.0,0.0,2.0,4.0,6.0,16.0,3.0,1.0,18.0,2.0,0.0,18.0,1.0,0.0,1.0,3.0,0.0
dataobjectsdotnet.csv,2.0,1.0,0.0,101.0,0.0,2.0,2.0,0.0,0.0,2.0,12.0,1.0,50.0,0.0,13.0,4.0,0.0,0.0,1.0,0.0
gnome-jabber.csv,1.0,3.0,0.0,77.0,0.0,0.0,11.0,11.0,0.0,8.0,6.0,23.0,2.0,0.0,63.0,7.0,0.0,0.0,1.0,2.0
gogoego.csv,0.0,69.0,0.0,101.0,0.0,1.0,11.0,0.0,0.0,6.0,14.0,2.0,50.0,0.0,6.0,0.0,2.0,1.0,74.0,1.0
httpcontentparser.csv,1.0,69.0,0.0,101.0,1.0,0.0,97.0,4.0,0.0,4.0,0.0,49.0,2.0,0.0,2.0,2.0,0.0,3.0,4.0,3.0
impala.csv,1.0,69.0,0.0,78.0,4.0,0.0,7.0,5.0,0.0,76.0,4.0,49.0,8.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0
jaxlib.csv,621.0,69.0,200.0,101.0,69.0,0.0,97.0,335.0,339.0,76.0,187.0,0.0,50.0,60.0,205.0,207.0,149.0,343.0,74.0,96.0
jgameai.csv,0.0,2.0,0.0,101.0,1.0,0.0,5.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,13.0,0.0,2.0,6.0,3.0
jhotdraw.csv,1.0,69.0,0.0,101.0,2.0,0.0,97.0,4.0,0.0,0.0,6.0,49.0,50.0,60.0,23.0,3.0,0.0,0.0,0.0,96.0
loki-lib.csv,0.0,10.0,0.0,30.0,0.0,1.0,0.0,4.0,1.0,0.0,2.0,14.0,2.0,0.0,20.0,16.0,0.0,2.0,0.0,0.0
patterntesting.csv,0.0,7.0,0.0,13.0,1.0,0.0,7.0,6.0,2.0,0.0,5.0,6.0,0.0,0.0,8.0,9.0,0.0,0.0,1.0,0.0
pokeglobal.csv,1.0,2.0,0.0,26.0,0.0,1.0,4.0,15.0,19.0,0.0,22.0,14.0,7.0,0.0,21.0,33.0,0.0,0.0,0.0,1.0
snakeyaml.csv,2.0,1.0,0.0,101.0,4.0,0.0,11.0,5.0,0.0,8.0,3.0,10.0,2.0,0.0,0.0,8.0,0.0,0.0,4.0,3.0
unflobtactical.csv,0.0,1.0,0.0,101.0,4.0,0.0,3.0,4.0,0.0,7.0,5.0,14.0,3.0,0.0,26.0,8.0,0.0,0.0,4.0,3.0
werx.csv,1.0,3.0,0.0,83.0,4.0,0.0,11.0,5.0,0.0,8.0,6.0,25.0,2.0,0.0,71.0,8.0,0.0,0.0,4.0,3.0
zealos.csv,1.0,2.0,0.0,56.0,4.0,0.0,0.0,5.0,0.0,3.0,8.0,19.0,9.0,0.0,44.0,8.0,1.0,0.0,2.0,3.0
