,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.0,4.0,2.0,11.0,10.0,2.0,6.0,4.0,5.0,2.0,0.0,27.0,0.0,8.0,0.0,3.0,1.0,0.0
buddata-ebxml-registry.csv,5.0,1.0,4.0,22.0,115.0,2.0,2.0,3.0,9.0,10.0,2.0,22.0,1.0,14.0,2.0,9.0,1.0,0.0
co-ode-owl-plugins.csv,2.0,2.0,3.0,19.0,45.0,0.0,2.0,0.0,2.0,0.0,0.0,22.0,1.0,5.0,0.0,4.0,0.0,0.0
firebreath.csv,3.0,1.0,4.0,8.0,16.0,1.0,2.0,0.0,10.0,7.0,0.0,29.0,3.0,14.0,1.0,8.0,2.0,0.0
gretl.csv,3.0,1.0,13.0,8.0,83.0,0.0,2.0,1.0,1.0,5.0,2.0,54.0,0.0,12.0,0.0,2.0,0.0,0.0
konversation.csv,3.0,1.0,4.0,0.0,51.0,1.0,4.0,3.0,12.0,7.0,16.0,11.0,1.0,13.0,2.0,8.0,3.0,0.0
lazarus-ccr.csv,0.0,2.0,65.0,11.0,15.0,1.0,4.0,8.0,3.0,1.0,2.0,18.0,1.0,11.0,1.0,1.0,0.0,2.0
linuxsh.csv,2.0,0.0,0.0,19.0,84.0,2.0,2.0,6.0,5.0,12.0,1.0,22.0,1.0,11.0,2.0,7.0,0.0,0.0
migen.csv,4.0,0.0,14.0,9.0,13.0,0.0,0.0,0.0,0.0,3.0,2.0,20.0,0.0,5.0,0.0,1.0,0.0,0.0
moviesandbox.csv,0.0,0.0,1.0,5.0,14.0,0.0,2.0,4.0,2.0,2.0,0.0,11.0,1.0,1.0,0.0,1.0,1.0,0.0
mvnforum.csv,0.0,1.0,0.0,101.0,80.0,0.0,1.0,3.0,72.0,7.0,6.0,22.0,0.0,0.0,2.0,0.0,1.0,0.0
ontomorphtab.csv,0.0,0.0,3.0,7.0,14.0,0.0,1.0,5.0,4.0,11.0,2.0,25.0,1.0,8.0,0.0,1.0,0.0,0.0
opengs.csv,1.0,3.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,11.0,0.0,4.0,0.0,1.0,2.0,0.0
plplot.csv,3.0,0.0,4.0,4.0,5.0,0.0,2.0,1.0,10.0,13.0,0.0,7.0,0.0,8.0,2.0,0.0,1.0,0.0
scite-ru.csv,5.0,2.0,5.0,23.0,41.0,0.0,4.0,1.0,0.0,4.0,0.0,20.0,1.0,14.0,0.0,3.0,0.0,0.0
tokratan.csv,0.0,0.0,65.0,9.0,58.0,0.0,0.0,1.0,3.0,17.0,3.0,0.0,1.0,12.0,0.0,7.0,0.0,0.0
vrjuggler.csv,4.0,4.0,65.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,77.0,1.0,0.0
xuggle.csv,5.0,1.0,4.0,8.0,0.0,2.0,2.0,3.0,11.0,7.0,2.0,22.0,1.0,74.0,2.0,8.0,3.0,0.0
