,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,4.0,6.0,0.0,0.0,3.0,0.0,0.0,12.0,1.0,2.0,0.0,10.0,2.0,5.0,0.0,2.0,27.0,0.0,4.0
dspace-gsoc.csv,302.0,0.0,11.0,0.0,3.0,0.0,0.0,18.0,0.0,1.0,82.0,2.0,0.0,2.0,0.0,2.0,18.0,2.0,0.0
grisbi.csv,5.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,3.0,5.0,0.0,2.0,0.0,0.0,11.0,2.0,1.0
maidsafe-dht.csv,3.0,2.0,9.0,0.0,0.0,5.0,0.0,1.0,2.0,1.0,82.0,13.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0
mesa3d.csv,134.0,1.0,0.0,0.0,3.0,0.0,0.0,10.0,4.0,0.0,7.0,3.0,3.0,0.0,0.0,0.0,17.0,0.0,1.0
n2cms.csv,1.0,0.0,0.0,0.0,2.0,6.0,0.0,5.0,0.0,0.0,82.0,26.0,1.0,2.0,0.0,0.0,18.0,0.0,2.0
nassp.csv,42.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,82.0,8.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0
ninject.csv,121.0,5.0,3.0,0.0,3.0,52.0,0.0,5.0,2.0,79.0,82.0,93.0,0.0,161.0,0.0,5.0,0.0,60.0,1.0
nug.csv,5.0,2.0,0.0,0.0,10.0,0.0,0.0,7.0,0.0,4.0,3.0,26.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0
nuttx.csv,271.0,0.0,6.0,0.0,2.0,2.0,0.0,7.0,2.0,0.0,4.0,5.0,0.0,4.0,0.0,2.0,7.0,2.0,1.0
oorexx.csv,168.0,2.0,0.0,0.0,9.0,0.0,0.0,3.0,2.0,2.0,16.0,6.0,1.0,0.0,0.0,10.0,24.0,0.0,5.0
oppna-program-hsatools.csv,5.0,6.0,0.0,0.0,8.0,1.0,0.0,13.0,0.0,0.0,82.0,5.0,1.0,3.0,0.0,1.0,32.0,1.0,1.0
redshell.csv,5.0,5.0,0.0,0.0,7.0,0.0,0.0,17.0,0.0,0.0,19.0,12.0,1.0,0.0,0.0,2.0,33.0,1.0,4.0
super-tux.csv,5.0,0.0,0.0,0.0,7.0,0.0,0.0,18.0,3.0,0.0,19.0,10.0,2.0,0.0,0.0,2.0,10.0,1.0,5.0
tart.csv,0.0,7.0,102.0,0.0,73.0,52.0,0.0,57.0,2.0,0.0,82.0,0.0,0.0,161.0,0.0,2.0,12.0,0.0,0.0
tcvp.csv,1261.0,3.0,0.0,0.0,73.0,52.0,0.0,57.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,59.0,0.0,1.0
vdsf.csv,0.0,6.0,0.0,0.0,8.0,1.0,0.0,17.0,2.0,0.0,17.0,12.0,1.0,0.0,0.0,2.0,33.0,0.0,1.0
web-cat.csv,1261.0,3.0,5.0,0.0,10.0,0.0,0.0,5.0,1.0,0.0,13.0,5.0,1.0,6.0,0.0,5.0,59.0,2.0,0.0
zabbix.csv,5.0,6.0,7.0,0.0,6.0,0.0,0.0,9.0,1.0,0.0,16.0,8.0,1.0,0.0,0.0,2.0,22.0,1.0,1.0
