,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,1.0,11.0,62.0,41.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0
botsnscouts.csv,0.0,6.0,1.0,43.0,3.0,7.0,1.0,3.0,0.0,3.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0
cities3d.csv,1.0,3.0,10.0,7.0,2.0,10.0,2.0,0.0,0.0,7.0,0.0,3.0,50.0,1.0,0.0,1.0,0.0
dynalloy.csv,2.0,6.0,62.0,29.0,9.0,1.0,6.0,0.0,0.0,21.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0
electric-core.csv,0.0,13.0,62.0,23.0,3.0,1.0,1.0,0.0,0.0,6.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0
findbugs.csv,2.0,7.0,7.0,8.0,1.0,4.0,0.0,1.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0
img-browse-sort.csv,0.0,20.0,10.0,12.0,3.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
jparsec.csv,1.0,9.0,1.0,46.0,4.0,9.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
moast.csv,6.0,39.0,62.0,31.0,7.0,1.0,6.0,0.0,0.0,16.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0
mptvseries.csv,0.0,16.0,62.0,38.0,1.0,2.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,257.0,2.0
mvnforum.csv,6.0,15.0,62.0,432.0,4.0,1.0,8.0,0.0,0.0,9.0,3.0,3.0,3.0,0.0,2.0,0.0,0.0
nosleepsoftware.csv,0.0,1.0,1.0,48.0,4.0,0.0,53.0,5.0,0.0,83.0,118.0,113.0,4.0,0.0,7.0,2.0,2.0
ogre.csv,0.0,6.0,1.0,37.0,13.0,1.0,5.0,3.0,0.0,21.0,1.0,2.0,3.0,0.0,3.0,2.0,0.0
openfrag.csv,2.0,8.0,62.0,15.0,0.0,1.0,7.0,0.0,0.0,5.0,1.0,3.0,0.0,5.0,0.0,1.0,0.0
qdvdauthor.csv,3.0,5.0,62.0,432.0,5.0,4.0,3.0,0.0,0.0,17.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0
sumatrapdf.csv,2.0,8.0,3.0,31.0,3.0,1.0,5.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0
zxing.csv,2.0,12.0,20.0,8.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0
