,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,129.0,0.0,3.0,0.0
amateur-scrolls.csv,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0
arianne.csv,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,257.0,0.0,11.0,1.0
bl-toolkit.csv,0.0,0.0,3.0,0.0,5.0,0.0,1.0,0.0,0.0,2.0,1.0,249.0,0.0,11.0,1.0
doomlegacy.csv,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,143.0,0.0,2.0,0.0
enlightenment.csv,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,296.0,0.0,11.0,1.0
fritzing.csv,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,78.0,0.0,0.0,0.0
gnukeda.csv,0.0,0.0,30.0,0.0,1.0,12.0,1.0,0.0,2.0,0.0,0.0,178.0,0.0,6.0,1.0
jlinalg.csv,0.0,3.0,11.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,152.0,0.0,9.0,1.0
knowledge.csv,0.0,0.0,10.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,239.0,0.0,6.0,0.0
massiv.csv,0.0,0.0,3.0,2.0,1.0,4.0,140.0,66.0,0.0,0.0,530.0,1.0,259.0,0.0,105.0
playerstage.csv,0.0,0.0,4.0,4.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,136.0,0.0,2.0,1.0
psycle.csv,0.0,0.0,8.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,131.0,0.0,4.0,0.0
superwaba.csv,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,118.0,0.0,4.0,0.0
wxcrp.csv,0.0,0.0,17.0,1.0,1.0,13.0,1.0,0.0,0.0,1.0,0.0,340.0,0.0,7.0,1.0
