,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv,factor.csv
factor.csv,5.0,51.0,5.0,63.0,85.0,0.0,1.0,4.0,1.0,0.0,0.0
fceugc.csv,3.0,0.0,1.0,0.0,0.0,2.0,4.0,6.0,0.0,62.0,0.0
flexpay.csv,4.0,3.0,0.0,0.0,3.0,2.0,4.0,3.0,0.0,3.0,0.0
jstock.csv,12.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0
keyczar.csv,0.0,0.0,6.0,3.0,0.0,3.0,0.0,8.0,5.0,0.0,2.0
modellus.csv,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,14.0,0.0,0.0
open-data-kit.csv,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
phet.csv,0.0,3.0,2.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0
qtractor.csv,0.0,0.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
sumatrapdf.csv,3.0,3.0,2.0,0.0,0.0,0.0,4.0,18.0,1.0,2.0,0.0
synergyspace.csv,2.0,0.0,10.0,2.0,0.0,2.0,4.0,2.0,0.0,1.0,0.0
