,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.0,0.0,0.0,0.0,1.0,3.0,9.0,2.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0
enzo.csv,1.0,0.0,0.0,6.0,1.0,13.0,5.0,5.0,0.0,12.0,7.0,13.0,0.0,4.0,3.0,11.0,7.0
hydrogen.csv,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,6.0,0.0
keyczar.csv,21.0,1.0,1.0,2.0,0.0,11.0,1.0,8.0,0.0,0.0,9.0,22.0,0.0,2.0,3.0,9.0,1.0
lphant.csv,1.0,0.0,8.0,0.0,3.0,13.0,1.0,31.0,0.0,0.0,0.0,45.0,1.0,3.0,10.0,30.0,0.0
lsb.csv,0.0,0.0,4.0,6.0,4.0,5.0,1.0,4.0,1.0,7.0,8.0,12.0,1.0,3.0,6.0,1.0,4.0
maya-work-in-progress.csv,2.0,0.0,2.0,0.0,1.0,10.0,0.0,19.0,1.0,0.0,0.0,7.0,1.0,3.0,13.0,10.0,0.0
mcore3d.csv,32.0,0.0,5.0,13.0,2.0,4.0,1.0,3.0,1.0,17.0,0.0,21.0,2.0,6.0,2.0,9.0,5.0
mscore.csv,1.0,0.0,0.0,0.0,0.0,8.0,0.0,11.0,0.0,0.0,1.0,12.0,1.0,0.0,4.0,16.0,0.0
natpad.csv,1.0,0.0,1.0,0.0,2.0,15.0,1.0,9.0,0.0,0.0,12.0,11.0,0.0,1.0,2.0,12.0,0.0
rocrail.csv,0.0,0.0,1.0,1.0,0.0,7.0,4.0,1.0,0.0,2.0,2.0,5.0,0.0,0.0,7.0,0.0,2.0
salasaga.csv,1.0,0.0,8.0,0.0,1.0,5.0,1.0,32.0,0.0,0.0,0.0,0.0,3.0,6.0,15.0,20.0,1.0
virtuoso.csv,0.0,0.0,8.0,0.0,1.0,3.0,1.0,0.0,0.0,7.0,0.0,61.0,0.0,5.0,15.0,21.0,1.0
xemeiah.csv,3.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,2.0,0.0,3.0,8.0,0.0,2.0,1.0,4.0,0.0
xined.csv,1.0,0.0,8.0,0.0,1.0,7.0,1.0,14.0,0.0,0.0,0.0,61.0,0.0,6.0,10.0,8.0,1.0
xtreemfs.csv,23.0,1.0,1.0,1.0,2.0,15.0,2.0,3.0,1.0,0.0,8.0,4.0,0.0,0.0,4.0,12.0,0.0
yield.csv,1.0,0.0,0.0,0.0,0.0,3.0,1.0,13.0,2.0,0.0,6.0,50.0,0.0,3.0,3.0,16.0,1.0
