,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,69.0,62.0,0.0,7.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,96.0,0.0,5.0
avifile.csv,3.0,1.0,0.0,2.0,1.0,7.0,0.0,2.0,19.0,3.0,4.0,3.0,0.0,15.0
delphilhlplib.csv,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,96.0,0.0,3.0
fluidium.csv,69.0,1.0,0.0,22.0,3.0,0.0,0.0,72.0,89.0,1.0,74.0,0.0,0.0,50.0
gnome-jabber.csv,69.0,7.0,0.0,2.0,0.0,5.0,0.0,0.0,13.0,0.0,3.0,0.0,2.0,4.0
ipfilter.csv,3.0,1.0,0.0,10.0,1.0,10.0,0.0,2.0,26.0,3.0,4.0,3.0,0.0,15.0
jparsec.csv,3.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,25.0,0.0,4.0,3.0,0.0,7.0
loki-lib.csv,3.0,1.0,0.0,11.0,0.0,6.0,1.0,3.0,13.0,5.0,1.0,3.0,0.0,1.0
mumble.csv,69.0,1.0,0.0,11.0,0.0,2.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0
opengs.csv,0.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,3.0,3.0,2.0,0.0,0.0,2.0
owfs.csv,0.0,0.0,2.0,1.0,0.0,2.0,1.0,3.0,22.0,1.0,2.0,0.0,0.0,8.0
rectracker.csv,3.0,1.0,0.0,11.0,1.0,1.0,0.0,2.0,13.0,3.0,4.0,3.0,0.0,15.0
rockbox.csv,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,15.0,3.0,1.0,0.0,0.0,0.0
zealos.csv,1.0,11.0,0.0,7.0,1.0,3.0,5.0,1.0,17.0,1.0,1.0,2.0,0.0,1.0
