,recall,precision,pf,wins
cortex-vfx.csv,0.38,0.555,0.22,12
doomlegacy.csv,0.74,0.49,0.63,4
empserver.csv,0.745,0.47,0.5,8
fritzing.csv,0.3,0.605,0.11499999999999999,13
ifmo-game-1.csv,0.095,0.35,0.095,5
jparsec.csv,0.755,0.39,0.835,1
lmms.csv,0.51,0.525,0.3,10
lufa-lib.csv,0.43,0.61,0.335,11
pgui.csv,0.5700000000000001,0.33,0.275,6
pi-qmc.csv,0.6699999999999999,0.505,0.51,7
repositorium.csv,0.345,0.33499999999999996,0.38,3
superwaba.csv,0.57,0.53,0.35,9
xapian.csv,0.755,0.385,0.72,2
zemljanka.csv,0.765,0.345,0.785,0
