,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.0,1.0,0.0,4.0,10.0,5.0,2.0,1.0,3.0,3.0,2.0,0.0
dsworkbench.csv,0.0,3.0,1.0,7.0,1.0,0.0,5.0,3.0,1.0,86.0,0.0,0.0
gogoego.csv,2.0,0.0,0.0,1.0,1.0,5.0,5.0,3.0,4.0,1.0,2.0,0.0
jpaul.csv,1.0,1.0,0.0,0.0,2.0,3.0,6.0,57.0,0.0,1.0,0.0,0.0
loki-lib.csv,1.0,10.0,1.0,1.0,1.0,1.0,8.0,4.0,1.0,4.0,0.0,0.0
motu.csv,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,8.0,0.0,0.0,1.0
mp-rechnungs-und-kundenverwaltung.csv,2.0,6.0,1.0,1.0,0.0,5.0,3.0,57.0,0.0,0.0,3.0,0.0
rtrt-on-gpu.csv,2.0,3.0,2.0,0.0,0.0,1.0,14.0,0.0,0.0,5.0,2.0,0.0
scenemonitor.csv,0.0,4.0,1.0,5.0,0.0,0.0,10.0,2.0,0.0,1.0,4.0,0.0
xstore.csv,0.0,1.0,0.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0
yarp0.csv,1.0,2.0,2.0,14.0,0.0,0.0,7.0,2.0,2.0,2.0,4.0,0.0
zemljanka.csv,2.0,5.0,1.0,0.0,0.0,4.0,11.0,3.0,0.0,5.0,2.0,0.0
