,reactos-mirror.csv,critterding.csv,fceugc.csv,ogre.csv,autat.csv,mimosa.csv,alpine.csv,qse.csv,openfrag.csv,uclmda.csv,qdvdauthor.csv,jstock.csv,synergyspace.csv,keyczar.csv,elateportal.csv,sandiaportals.csv,nativeclient.csv,factor.csv,miranda.csv
alpine.csv,2.0,0.0,0.0,0.0,1.0,79.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
autat.csv,0.0,0.0,1.0,0.0,0.0,9.0,0.0,4.0,0.0,1.0,0.0,55.0,0.0,62.0,0.0,1.0,0.0,0.0,0.0
critterding.csv,0.0,0.0,0.0,0.0,14.0,9.0,10.0,0.0,1.0,4.0,0.0,3.0,1.0,3.0,2.0,1.0,3.0,0.0,2.0
elateportal.csv,0.0,0.0,63.0,0.0,11.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,248.0,3.0,0.0
factor.csv,3.0,4.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,55.0,14.0,62.0,2.0,0.0,0.0,0.0,1.0
fceugc.csv,7.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,1.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
jstock.csv,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0
keyczar.csv,1.0,2.0,5.0,0.0,13.0,0.0,13.0,0.0,7.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0
mimosa.csv,0.0,2.0,0.0,0.0,7.0,0.0,10.0,4.0,2.0,2.0,0.0,5.0,0.0,3.0,4.0,3.0,0.0,6.0,3.0
miranda.csv,0.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0
nativeclient.csv,0.0,0.0,4.0,0.0,8.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0
ogre.csv,0.0,2.0,0.0,0.0,6.0,1.0,11.0,7.0,3.0,2.0,0.0,5.0,1.0,3.0,3.0,4.0,0.0,0.0,3.0
openfrag.csv,0.0,1.0,6.0,0.0,6.0,1.0,5.0,6.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,1.0,2.0
qdvdauthor.csv,0.0,2.0,4.0,0.0,9.0,1.0,20.0,3.0,7.0,1.0,0.0,4.0,0.0,3.0,1.0,4.0,0.0,3.0,2.0
qse.csv,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0
reactos-mirror.csv,0.0,2.0,7.0,0.0,9.0,6.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,3.0
sandiaportals.csv,0.0,0.0,6.0,0.0,2.0,0.0,5.0,10.0,0.0,2.0,2.0,13.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0
synergyspace.csv,0.0,0.0,63.0,0.0,83.0,2.0,152.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,49.0,70.0,0.0,63.0,1.0
uclmda.csv,2.0,1.0,63.0,0.0,3.0,79.0,6.0,0.0,1.0,0.0,58.0,55.0,14.0,0.0,49.0,2.0,0.0,0.0,0.0
