,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,skia.csv,zemljanka.csv,tencompetence.csv
bulmages.csv,0.0,154.0,0.0,71.0,0.0,1.0,0.0,26.0,0.0,82.0,1.0,5.0,0.0,1.0,1.0,210.0,0.0
codeblocks.csv,0.0,1.0,5.0,1.0,0.0,2.0,4.0,15.0,0.0,12.0,7.0,3.0,0.0,0.0,2.0,0.0,0.0
grisbi.csv,1.0,1.0,1.0,0.0,2.0,2.0,0.0,24.0,0.0,16.0,8.0,1.0,0.0,1.0,1.0,0.0,1.0
libmesh.csv,0.0,5.0,2.0,0.0,0.0,2.0,4.0,92.0,0.0,15.0,9.0,3.0,0.0,0.0,3.0,0.0,0.0
panda3d.csv,1.0,0.0,2.0,0.0,2.0,0.0,0.0,13.0,0.0,2.0,32.0,1.0,0.0,0.0,2.0,0.0,0.0
proftp.csv,0.0,4.0,0.0,1.0,2.0,0.0,0.0,51.0,2.0,4.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0
red5.csv,0.0,5.0,0.0,0.0,0.0,5.0,0.0,56.0,0.0,19.0,9.0,2.0,0.0,1.0,4.0,0.0,0.0
skia.csv,3.0,5.0,0.0,0.0,7.0,5.0,0.0,5.0,0.0,3.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0
soar.csv,0.0,5.0,2.0,0.0,10.0,2.0,0.0,109.0,0.0,12.0,9.0,3.0,0.0,0.0,5.0,0.0,0.0
super-tux.csv,0.0,5.0,0.0,1.0,0.0,2.0,0.0,118.0,0.0,19.0,11.0,3.0,0.0,55.0,6.0,0.0,0.0
t-2.csv,0.0,5.0,1.0,0.0,4.0,6.0,2.0,0.0,0.0,15.0,93.0,3.0,0.0,0.0,3.0,0.0,0.0
tart.csv,81.0,0.0,65.0,71.0,1.0,3.0,0.0,5.0,0.0,82.0,0.0,154.0,0.0,0.0,68.0,0.0,0.0
tcvp.csv,0.0,0.0,1.0,0.0,0.0,66.0,0.0,7.0,3.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0
tencompetence.csv,0.0,0.0,2.0,0.0,4.0,66.0,1.0,79.0,0.0,82.0,17.0,2.0,0.0,1.0,1.0,1.0,0.0
utgb.csv,0.0,0.0,0.0,0.0,8.0,2.0,1.0,50.0,3.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
xbrlapi.csv,0.0,1.0,2.0,0.0,3.0,1.0,0.0,30.0,1.0,11.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0
zemljanka.csv,0.0,1.0,2.0,0.0,0.0,2.0,0.0,66.0,0.0,13.0,3.0,2.0,0.0,1.0,5.0,0.0,0.0
