,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,5.0,0.0,6.0,0.0,9.0,18.0,0.0,2.0,28.0,5.0
firebird.csv,0.0,0.0,2.0,3.0,3.0,12.0,0.0,0.0,2.0,11.0
fmri-dmt.csv,0.0,0.0,2.0,5.0,7.0,1.0,0.0,52.0,3.0,0.0
htmlunit.csv,2.0,0.0,0.0,7.0,7.0,0.0,1.0,52.0,2.0,6.0
monetdb.csv,0.0,0.0,2.0,1.0,12.0,0.0,0.0,2.0,0.0,15.0
ontomorphtab.csv,0.0,0.0,7.0,4.0,8.0,2.0,0.0,1.0,1.0,1.0
smarttag.csv,0.0,0.0,91.0,0.0,4.0,1.0,0.0,0.0,2.0,4.0
taokgame.csv,0.0,1.0,0.0,8.0,1.0,276.0,2.0,4.0,2.0,6.0
webdriver.csv,0.0,0.0,2.0,5.0,5.0,18.0,0.0,1.0,1.0,5.0
xbplayer.csv,1.0,1.0,3.0,11.0,0.0,2.0,4.0,2.0,0.0,1.0
