,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,81.0,154.0,0.0,71.0,0.0,66.0,79.0,28.0,0.0,82.0,1.0,154.0,0.0,2.0,1.0,322.0
codeblocks.csv,1.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0
grisbi.csv,0.0,5.0,1.0,0.0,0.0,1.0,1.0,84.0,0.0,17.0,5.0,3.0,0.0,1.0,2.0,2.0
libmesh.csv,0.0,1.0,1.0,0.0,0.0,1.0,0.0,77.0,0.0,17.0,93.0,3.0,0.0,0.0,1.0,19.0
mesa3d.csv,1.0,0.0,0.0,0.0,10.0,0.0,1.0,53.0,0.0,9.0,7.0,1.0,0.0,3.0,5.0,1.0
panda3d.csv,0.0,0.0,1.0,0.0,0.0,3.0,4.0,4.0,0.0,3.0,8.0,1.0,0.0,1.0,3.0,2.0
proftp.csv,0.0,0.0,0.0,1.0,3.0,0.0,0.0,38.0,3.0,82.0,93.0,8.0,0.0,0.0,3.0,2.0
qmmp.csv,0.0,2.0,1.0,0.0,1.0,1.0,0.0,87.0,0.0,17.0,25.0,3.0,0.0,0.0,0.0,4.0
red5.csv,0.0,3.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,15.0,9.0,3.0,0.0,0.0,9.0,2.0
soar.csv,0.0,5.0,2.0,0.0,0.0,2.0,0.0,88.0,0.0,19.0,12.0,3.0,0.0,0.0,2.0,2.0
super-tux.csv,7.0,4.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,16.0,11.0,3.0,0.0,1.0,4.0,2.0
t-2.csv,0.0,5.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,19.0,9.0,3.0,0.0,0.0,5.0,2.0
tart.csv,0.0,0.0,1.0,0.0,0.0,2.0,0.0,88.0,0.0,16.0,0.0,0.0,0.0,1.0,3.0,3.0
tcvp.csv,1.0,0.0,65.0,0.0,100.0,66.0,79.0,5.0,71.0,0.0,93.0,154.0,0.0,55.0,124.0,322.0
utgb.csv,0.0,0.0,1.0,1.0,0.0,3.0,0.0,21.0,0.0,19.0,6.0,0.0,0.0,0.0,3.0,12.0
xbrlapi.csv,0.0,1.0,2.0,0.0,4.0,0.0,0.0,93.0,5.0,82.0,19.0,0.0,101.0,0.0,4.0,0.0
