,ildjit.csv,jfreereport.csv,gebr.csv,amateur-scrolls.csv,foursquared.csv,kml.csv,pcsx2.csv,wxjs.csv,ffigo.csv,ng4j.csv
amateur-scrolls.csv,125.0,2.0,135.0,0.0,9.0,74.0,0.0,5.0,2.0,8.0
ffigo.csv,7.0,1.0,0.0,3.0,3.0,1.0,0.0,8.0,0.0,1.0
foursquared.csv,125.0,0.0,0.0,2.0,0.0,0.0,271.0,97.0,119.0,78.0
gebr.csv,2.0,6.0,0.0,8.0,2.0,1.0,0.0,42.0,0.0,1.0
ildjit.csv,1.0,2.0,0.0,6.0,0.0,3.0,0.0,97.0,1.0,14.0
jfreereport.csv,3.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0
kml.csv,9.0,2.0,0.0,6.0,2.0,2.0,0.0,36.0,1.0,1.0
ng4j.csv,7.0,2.0,0.0,2.0,0.0,3.0,0.0,20.0,4.0,6.0
pcsx2.csv,2.0,10.0,0.0,5.0,0.0,2.0,0.0,97.0,0.0,1.0
wxjs.csv,125.0,0.0,135.0,65.0,69.0,1.0,1.0,6.0,119.0,78.0
