,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,3.0,0.0,0.0,0.0,0.0,6.0,3.0,7.0,5.0,0.0,0.0,2.0,0.0,5.0
carabiner.csv,7.0,0.0,0.0,3.0,0.0,0.0,3.0,8.0,1.0,0.0,5.0,1.0,1.0,4.0
elvishrayrenderer.csv,48.0,1.0,0.0,3.0,0.0,18.0,3.0,10.0,5.0,0.0,2.0,2.0,0.0,9.0
fleet-simulator.csv,8.0,1.0,0.0,3.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,2.0,3.0
gmerlin.csv,15.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
gnome-jabber.csv,15.0,3.0,3.0,2.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,4.0,13.0
ipfilter.csv,2.0,1.0,0.0,0.0,1.0,8.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,10.0
irplus.csv,1.0,1.0,0.0,0.0,2.0,18.0,3.0,12.0,2.0,0.0,0.0,2.0,0.0,16.0
mevenide.csv,11.0,0.0,0.0,0.0,0.0,21.0,0.0,11.0,2.0,1.0,0.0,2.0,0.0,9.0
moving-pictures.csv,18.0,1.0,0.0,0.0,0.0,7.0,3.0,5.0,6.0,0.0,3.0,3.0,0.0,15.0
opensim4opencog.csv,0.0,73.0,3.0,0.0,1.0,0.0,0.0,97.0,0.0,1.0,6.0,0.0,2.0,50.0
rockbox.csv,31.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
ta3d.csv,15.0,2.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0
xcmetadataservicestoolkit.csv,7.0,0.0,8.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,13.0,2.0,0.0,5.0
