,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,1.0,3.0,0.0,47.0,1.0,1.0,0.0,14.0,0.0,0.0,8.0,0.0,0.0,2.0,12.0
glelite.csv,1.0,4.0,0.0,49.0,12.0,0.0,0.0,16.0,0.0,0.0,19.0,0.0,0.0,1.0,13.0
hannosset.csv,2.0,4.0,0.0,52.0,3.0,88.0,2.0,59.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0
ipfilter.csv,1.0,2.0,0.0,45.0,12.0,11.0,1.0,14.0,0.0,0.0,18.0,0.0,0.0,0.0,9.0
moving-pictures.csv,1.0,3.0,0.0,32.0,18.0,1.0,0.0,59.0,0.0,0.0,17.0,0.0,0.0,1.0,19.0
pclasses.csv,0.0,6.0,69.0,52.0,15.0,2.0,0.0,59.0,0.0,0.0,8.0,64.0,0.0,1.0,15.0
pfaedit.csv,1.0,3.0,1.0,14.0,4.0,0.0,1.0,59.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
qcad2.csv,1.0,1.0,2.0,16.0,0.0,2.0,0.0,59.0,0.0,2.0,8.0,0.0,0.0,0.0,7.0
rockbox.csv,2.0,0.0,0.0,18.0,11.0,5.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
roller.csv,7.0,6.0,0.0,45.0,22.0,1.0,0.0,7.0,0.0,0.0,9.0,1.0,0.0,1.0,6.0
theresa.csv,66.0,0.0,69.0,0.0,0.0,88.0,58.0,59.0,125.0,161.0,74.0,64.0,0.0,1.0,50.0
tzod.csv,1.0,0.0,1.0,13.0,1.0,3.0,6.0,3.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0
xinity.csv,2.0,2.0,1.0,19.0,8.0,6.0,2.0,59.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
zabbix.csv,1.0,4.0,0.0,44.0,8.0,1.0,0.0,16.0,0.0,0.0,19.0,0.0,0.0,1.0,13.0
