,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,1.0,11.0,62.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,50.0,3.0,0.0,2.0,0.0
botsnscouts.csv,0.0,9.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,58.0,0.0,0.0,0.0
cities3d.csv,2.0,7.0,1.0,0.0,6.0,1.0,9.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0
dynalloy.csv,0.0,2.0,0.0,33.0,1.0,1.0,4.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
electric-core.csv,6.0,0.0,1.0,19.0,2.0,1.0,6.0,3.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
findbugs.csv,1.0,7.0,1.0,40.0,4.0,1.0,3.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0
img-browse-sort.csv,0.0,5.0,1.0,26.0,3.0,1.0,2.0,0.0,0.0,18.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
jparsec.csv,1.0,7.0,1.0,37.0,3.0,4.0,6.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0
moast.csv,2.0,11.0,5.0,20.0,49.0,0.0,3.0,0.0,0.0,83.0,1.0,113.0,2.0,58.0,0.0,0.0,72.0
mptvseries.csv,0.0,12.0,62.0,13.0,0.0,4.0,3.0,2.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
mvnforum.csv,2.0,7.0,1.0,1.0,49.0,0.0,2.0,0.0,0.0,83.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0
nosleepsoftware.csv,7.0,0.0,0.0,15.0,9.0,3.0,1.0,11.0,0.0,3.0,2.0,0.0,1.0,0.0,9.0,5.0,2.0
ogre.csv,2.0,7.0,1.0,52.0,6.0,1.0,6.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0
openfrag.csv,0.0,3.0,12.0,20.0,5.0,3.0,3.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0
qdvdauthor.csv,0.0,15.0,9.0,25.0,1.0,1.0,0.0,6.0,0.0,7.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0
sumatrapdf.csv,1.0,9.0,2.0,16.0,1.0,1.0,4.0,0.0,0.0,5.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
zxing.csv,2.0,4.0,13.0,21.0,5.0,9.0,4.0,85.0,0.0,6.0,5.0,2.0,3.0,1.0,0.0,1.0,0.0
