,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,11.0,3.0,6.0,0.0,0.0,0.0,0.0
bzbyte.csv,3.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,21.0,0.0,1.0,0.0,23.0,0.0,25.0,0.0,15.0,0.0,0.0
chrysalis.csv,3.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,21.0,0.0,161.0,0.0,0.0,0.0,0.0
dspace-gsoc.csv,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,10.0,0.0,26.0,0.0,0.0,0.0,11.0
fbmanager.csv,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,22.0,1.0,6.0,1.0,25.0,0.0,35.0
fityk.csv,2.0,2.0,3.0,0.0,2.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,23.0,0.0,14.0,0.0,2.0,0.0,0.0
fleet-simulator.csv,3.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,23.0,0.0,11.0,0.0,10.0,0.0,5.0
freenet.csv,16.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,7.0,0.0,1.0,0.0,31.0,0.0,19.0,7.0,14.0,0.0,0.0
google-caja.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2.0,0.0,7.0,1.0,18.0,0.0,11.0,1.0,5.0
k3b.csv,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,23.0,0.0,1.0,0.0,19.0,0.0,5.0,1.0,31.0,0.0,0.0
mediaportal.csv,1.0,2.0,64.0,0.0,2.0,0.0,4.0,1.0,38.0,0.0,54.0,0.0,0.0,2.0,27.0,2.0,42.0,0.0,0.0
myfaces.csv,3.0,2.0,1.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,23.0,0.0,36.0,2.0,42.0,0.0,0.0
onotoa.csv,2.0,1.0,1.0,0.0,2.0,0.0,5.0,0.0,37.0,0.0,1.0,0.0,23.0,0.0,41.0,0.0,42.0,0.0,0.0
paintown.csv,0.0,5.0,3.0,0.0,2.0,1.0,7.0,1.0,11.0,1.0,1.0,0.0,10.0,1.0,14.0,1.0,24.0,0.0,27.0
poormans.csv,6.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,2.0,4.0,0.0,0.0
sqlpower-library.csv,6.0,1.0,3.0,0.0,6.0,0.0,1.0,0.0,10.0,0.0,0.0,2.0,21.0,0.0,22.0,6.0,3.0,0.0,0.0
triplea.csv,3.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,19.0,0.0,16.0,0.0,10.0,1.0,9.0
xamj.csv,3.0,2.0,1.0,0.0,6.0,0.0,5.0,3.0,25.0,0.0,1.0,1.0,23.0,0.0,38.0,2.0,28.0,0.0,0.0
